Date,GOLD
2001-02-13,-0.00153442422451755
2001-02-14,-0.0034575256960833745
2001-02-15,-0.01657666882862263
2001-02-16,0.012152120851999015
2001-02-20,-0.008133253308414967
2001-02-21,0.008199945542628484
2001-02-22,0.0011618426753916555
2001-02-23,0.009284309077308928
2001-02-26,0.018781119245363076
2001-02-27,0.006019586820906309
2001-02-28,-0.00224385234559088
2001-03-01,-0.005996910266649058
2001-03-02,-0.011689313577767035
2001-03-05,0.0015261117404414826
2001-03-06,-0.00990478515625004
2001-03-07,0.005771450693444091
2001-03-08,0.015302219179025744
2001-03-09,0.020346624041711836
2001-03-12,0.0029542774985591436
2001-03-13,-0.01767311562105578
2001-03-14,-0.01611689651314918
2001-03-15,-0.00952380952380949
2001-03-16,-0.00730766883263223
2001-03-19,0.006586523243906184
2001-03-20,0.0026944274053972705
2001-03-21,0.005374256800323884
2001-03-22,-0.003054554454418712
2001-03-23,0.0015319566722866718
2001-03-26,0.001529613370877092
2001-03-27,-0.0034364028921669565
2001-03-28,-0.004980796141642707
2001-03-29,-0.003465631004071712
2001-03-30,-0.0034775654518358623
2001-04-02,-0.008918138221794325
2001-04-03,0.0046947639311367695
2001-04-04,0.006230553658770122
2001-04-05,-0.0011609434986632472
2001-04-06,0.007361463973473814
2001-04-09,-0.006538508488581729
2001-04-10,-0.0038714674690636386
2001-04-11,0.005441214459710686
2001-04-12,0.005411649905002758
2001-04-16,0.012302889713042164
2001-04-17,-0.00835541888130642
2001-04-18,0.000765919895742373
2001-04-19,0.015308075724707937
2001-04-20,-0.0018846589634605726
2001-04-23,-0.004153986543222632
2001-04-24,0.0015168520211152892
2001-04-25,-0.006437001771082529
2001-04-26,0.007621951396801441
2001-04-27,-0.001891074173760221
2001-04-30,0.00037895455031677905
2001-05-01,0.001515128395774168
2001-05-02,0.003782148347520442
2001-05-03,0.003391084842433667
2001-05-04,-0.0007509639452503158
2001-05-07,0.0
2001-05-08,-0.003757985633457639
2001-05-09,0.018483567648697186
2001-05-10,-0.003333310727719918
2001-05-11,-0.004459354068426236
2001-05-14,0.0014930716894265839
2001-05-15,-0.0007453660028021725
2001-05-16,0.014546787794471605
2001-05-17,0.005882375380572125
2001-05-18,0.050438550749694055
2001-05-21,-0.006958942388566536
2001-05-22,-0.0010511135227198043
2001-05-23,-0.005261311707777994
2001-05-24,-0.015867418558367263
2001-05-25,-0.004299577860224724
2001-05-29,-0.014753530743303434
2001-05-30,-0.029583549843187784
2001-05-31,-0.0015055490993007847
2001-06-01,0.004146272725704225
2001-06-04,-0.005630630759634547
2001-06-05,0.003020076742091149
2001-06-06,0.0
2001-06-07,0.0011290469672051717
2001-06-08,0.02781952592663295
2001-06-11,-0.020117045072365447
2001-06-12,0.013437873032974501
2001-06-13,0.0018416206261511192
2001-06-14,0.012132308062385189
2001-06-15,-0.014892756148688124
2001-06-18,0.004424711045134755
2001-06-19,0.0036710720352659543
2001-06-20,-0.003657644558611839
2001-06-21,0.0007342592199441889
2001-06-22,-0.001100580718376598
2001-06-25,0.005141478063990679
2001-06-26,0.009134088010595232
2001-06-27,-0.01484433715535971
2001-06-28,-0.010290401498490476
2001-06-29,0.004827398327051924
2001-07-02,-0.004434634811398275
2001-07-03,-0.006681469316069832
2001-07-05,-0.009342301730116298
2001-07-06,0.0030176830424377687
2001-07-09,0.0022565104072518327
2001-07-10,-0.0011256577597326123
2001-07-11,0.007888713334484265
2001-07-12,-0.006336122872897421
2001-07-13,0.0018754688242799133
2001-07-16,-0.0007488289122454805
2001-07-17,0.004496111781466139
2001-07-18,0.008578842747510862
2001-07-19,-0.0036982249355479446
2001-07-20,0.001855976285553007
2001-07-23,-0.0040756062556174255
2001-07-24,0.0033483052638965116
2001-07-25,-0.0074156466795586296
2001-07-26,-0.005603287006352264
2001-07-27,0.004507819813771796
2001-07-30,-0.010471158776662826
2001-07-31,0.0060468861171896204
2001-08-01,0.004507819813771796
2001-08-02,0.0
2001-08-03,0.001869857933480601
2001-08-06,-0.0029861433788530567
2001-08-07,0.00037441445612262925
2001-08-08,0.0026196918318655005
2001-08-09,0.020530048993301575
2001-08-10,0.0018288222793059195
2001-08-13,0.006571808509156618
2001-08-14,0.0021761899143006858
2001-08-15,-0.0021714643953840707
2001-08-16,-0.0018135653894151282
2001-08-17,0.014898166439226479
2001-08-20,-0.011457149406770117
2001-08-21,-0.00398408576312459
2001-08-22,-0.00036365855823861093
2001-08-23,0.0014550524022018951
2001-08-24,-0.010170678957945989
2001-08-27,0.00036699487528668584
2001-08-28,-0.001100580718376598
2001-08-29,0.005141478063990679
2001-08-30,0.006211112947146047
2001-08-31,-0.003631082142927955
2001-09-04,-0.010204037373357289
2001-09-05,0.0014727315445344225
2001-09-06,0.003676470588235281
2001-09-07,0.00036632272350045625
2001-09-10,-0.005492493469338999
2001-09-14,0.06848308426188532
2001-09-17,-0.0013784438223148898
2001-09-18,-0.005866051625466495
2001-09-19,0.01180143639171849
2001-09-20,-0.00857632933104635
2001-09-21,0.010034580956693295
2001-09-24,-0.007536765109468657
2001-09-25,0.0027614351372449164
2001-09-26,0.009638512196105786
2001-09-27,-0.00545508234752079
2001-09-28,0.002399662873364239
2001-10-01,-0.0006839319207507799
2001-10-02,-0.007871383348599048
2001-10-03,0.0020697002971648004
2001-10-04,0.0
2001-10-05,0.0030980857021838393
2001-10-08,0.003431709062956312
2001-10-09,-0.011969904490624184
2001-10-10,-0.011076433911589856
2001-10-11,-0.013650767404365216
2001-10-12,0.011000731858771928
2001-10-15,-0.00982796719183543
2001-10-16,0.0007089035275658073
2001-10-17,0.0038965857282371452
2001-10-18,-0.014819978051895166
2001-10-19,0.0032234737003413727
2001-10-22,-0.016422727608994103
2001-10-23,0.002177880593523085
2001-10-24,-0.000724419422708289
2001-10-25,0.006886531129091766
2001-10-26,0.000359993189021246
2001-10-29,0.004318144056808526
2001-10-30,0.00537441765387725
2001-10-31,-0.003920192728398719
2001-11-01,0.0007156071807916664
2001-11-02,0.00035743861842774116
2001-11-05,-0.004646132414882875
2001-11-06,0.004308840958819671
2001-11-07,0.004647793122034338
2001-11-08,-0.014946662658474219
2001-11-09,0.002167652203671322
2001-11-12,0.0032443904696703996
2001-11-13,-0.0017966224287869759
2001-11-14,0.0
2001-11-15,-0.009719156976584542
2001-11-16,-0.0014539945023988032
2001-11-19,-0.0072806694980874775
2001-11-20,0.0011000651981671883
2001-11-21,-0.00036632272350045625
2001-11-26,-0.0021986299631183703
2001-11-27,0.0033052679192435708
2001-11-28,0.0032942674094844637
2001-11-29,-0.0021890043420467187
2001-11-30,0.0014625005355919374
2001-12-03,0.010952902763239125
2001-12-04,-0.005417118212580285
2001-12-05,-0.006172773155877831
2001-12-06,0.001826817602119002
2001-12-07,-0.0010941586330797115
2001-12-10,-0.006206578047955769
2001-12-11,0.0
2001-12-12,0.005877940904428058
2001-12-13,0.00036525240312013096
2001-12-14,0.014968989393497889
2001-12-17,-0.0010790927804631423
2001-12-18,0.009722655998445573
2001-12-19,-0.01747501427654563
2001-12-20,0.001814882032667775
2001-12-21,0.007246376811594235
2001-12-26,0.00611515182385336
2001-12-27,-0.008223161280538016
2001-12-28,-0.0032443904696703996
2001-12-31,0.00795664451005873
2002-01-02,0.0007175517785933394
2002-01-03,-0.002509794567126855
2002-01-04,0.0025161094850427723
2002-01-07,-0.0010756106114512276
2002-01-08,0.0010767687953936456
2002-01-09,0.016134815699100358
2002-01-10,0.013055794942545829
2002-01-11,0.0010448895388062152
2002-01-14,-0.006958942388566536
2002-01-15,-0.003503854314596433
2002-01-16,0.010196884524336314
2002-01-17,-0.010093957604252135
2002-01-18,-0.0045709838989727025
2002-01-22,-0.005651734613282167
2002-01-23,-0.010301932136711822
2002-01-24,-0.0017946876850183369
2002-01-25,0.0025170142901491666
2002-01-28,-0.001793400365466602
2002-01-29,0.01113908098990568
2002-01-30,0.0017768301735783254
2002-01-31,0.0007095147618367825
2002-02-01,0.013824862857511944
2002-02-04,0.011538418856534172
2002-02-05,0.030763998581401886
2002-02-06,-0.0023474586799991926
2002-02-07,0.007394999015231107
2002-02-08,0.012679304765405686
2002-02-11,-0.01120261580390236
2002-02-12,0.0019993538530906907
2002-02-13,-0.00432330647745971
2002-02-14,0.0010020651859150576
2002-02-15,-0.004337731923910737
2002-02-19,-0.017426212452460788
2002-02-20,-0.003069660220296977
2002-02-21,0.0030791120480646583
2002-02-22,0.0
2002-02-25,-0.0017053205292738571
2002-02-26,0.018107234615419188
2002-02-27,-0.005704738949769306
2002-02-28,0.0013500655772622494
2002-03-01,0.004381488842210235
2002-03-04,-0.004362375144190467
2002-03-05,-0.009100141880504009
2002-03-06,-0.00170068027210879
2002-03-07,-0.011584306291258506
2002-03-08,0.0
2002-03-11,0.0034470871387819457
2002-03-12,0.008588113870086955
2002-03-13,0.0
2002-03-14,-0.008855606435508534
2002-03-15,-0.003780089702802858
2002-03-18,0.007588865999827554
2002-03-19,0.002396376839530312
2002-03-20,-0.002390647946160618
2002-03-21,0.002396376839530312
2002-03-22,0.015368853099754443
2002-03-25,0.00033638112217238003
2002-03-26,-0.0026899388345219544
2002-03-27,0.018880667526221195
2002-03-28,0.0013236064868533681
2002-04-01,0.0019828357283984133
2002-04-02,0.008904952443107073
2002-04-03,-0.010787799473070403
2002-04-04,-0.004957038895388788
2002-04-05,-0.0033211556948830045
2002-04-08,0.0013328686716067573
2002-04-09,-0.005657278559172196
2002-04-10,0.009705570724694468
2002-04-11,0.0016572753721233457
2002-04-12,-0.0003309268678888255
2002-04-15,-0.006951360678874141
2002-04-16,-0.0040000406901041785
2002-04-17,0.011044238438300713
2002-04-18,0.007944368910942634
2002-04-19,-0.0072249990378694395
2002-04-22,0.002315621023149639
2002-04-23,0.0033003300330032292
2002-04-24,0.0009868019505550052
2002-04-25,0.012487737308527924
2002-04-26,0.01135994784376626
2002-04-29,-0.0012836774346900448
2002-04-30,-0.0073908040498942285
2002-05-01,0.0006474982550446207
2002-05-02,-0.002588218358944183
2002-05-03,0.012650095908149916
2002-05-06,-0.003203074826713559
2002-05-07,0.001285327380444512
2002-05-08,-0.01091140510233135
2002-05-09,0.004218000459050852
2002-05-10,0.004846526655896577
2002-05-13,-0.0012861540079883715
2002-05-14,-0.010624656296519985
2002-05-15,0.004555888284010212
2002-05-16,0.0035632508663452356
2002-05-17,0.002582370374660803
2002-05-20,0.016419851910163485
2002-05-21,0.00031667906896348796
2002-05-22,0.006966473375779714
2002-05-23,0.014150943396226356
2002-05-24,-0.006511646832606632
2002-05-28,0.010923845401603849
2002-05-29,0.004631059056084519
2002-05-30,0.00030733283771189335
2002-05-31,0.003072196620583778
2002-06-03,0.0006125948147970295
2002-06-04,0.0033669285118986814
2002-06-05,-0.02013415445916944
2002-06-06,0.011519245170726444
2002-06-07,-0.0009233234798531331
2002-06-10,-0.01817619773735568
2002-06-11,0.003137746977400102
2002-06-12,0.0018766830248007071
2002-06-13,-0.008117314033799006
2002-06-14,0.004406653581026765
2002-06-17,-0.005327521700139837
2002-06-18,0.0056711353029639255
2002-06-19,0.0018796226910804403
2002-06-20,0.010631721525466764
2002-06-21,0.00433166412007302
2002-06-24,-0.0009242708099370667
2002-06-25,-0.012642540056322482
2002-06-26,0.0009368762696198019
2002-06-27,-0.0040561241590288954
2002-06-28,-0.017857180416817275
2002-07-01,0.0015948963317384823
2002-07-02,-0.003821694926851138
2002-07-03,-0.006074149522479866
2002-07-08,0.0038598013206485593
2002-07-09,0.012816404747756804
2002-07-10,-0.00442895877713434
2002-07-11,0.007944073412858188
2002-07-12,-0.005044155239411929
2002-07-15,0.012674270984291525
2002-07-16,-0.007509367492649632
2002-07-17,0.0006304592741395165
2002-07-18,-0.001260220240000498
2002-07-19,0.021766542260203137
2002-07-22,-0.0009261741235617738
2002-07-23,-0.03368354045394428
2002-07-24,-0.003837582859564259
2002-07-25,-0.005457503072331504
2002-07-26,-0.020658470460500178
2002-07-29,-0.0029663609577772476
2002-07-30,0.003966982502582539
2002-07-31,-0.0016463614748198907
2002-08-01,0.002638482060556502
2002-08-02,0.009868421052631637
2002-08-05,0.0026058234298655947
2002-08-06,-0.0074723453027417674
2002-08-07,0.02880519735832654
2002-08-08,-0.01240850794767867
2002-08-09,0.012242327272126596
2002-08-12,-0.00031828803192324173
2002-08-13,0.0003183893714495678
2002-08-14,-0.007638524254674706
2002-08-15,0.008017960544822067
2002-08-16,-0.001908926532738886
2002-08-19,-0.024545782299649765
2002-08-20,0.008823569304023726
2002-08-21,-0.003563349724709064
2002-08-22,-0.0032509752280807103
2002-08-23,0.00032617776100707374
2002-08-26,0.008803330883568883
2002-08-27,0.009372960419173904
2002-08-28,-0.00928592382272797
2002-08-29,0.01131221741772559
2002-08-30,-0.001597954649259048
2002-09-03,0.0032010243903248803
2002-09-04,0.004786215791999782
2002-09-05,0.010479575657380558
2002-09-06,0.005342494105082141
2002-09-09,0.0043763486189292156
2002-09-10,-0.010581991987734463
2002-09-11,-0.0040892979488136305
2002-09-12,0.007264648605902924
2002-09-13,-0.007212254114107419
2002-09-16,0.0015792798179432577
2002-09-17,-0.0003153771731022603
2002-09-18,0.011356486130964072
2002-09-19,0.006238303062771067
2002-09-20,-0.002169907606283883
2002-09-23,0.003417229339461647
2002-09-24,0.008978309277041463
2002-09-25,-0.011353119848870996
2002-09-26,-0.005897033960512776
2002-09-27,-0.0018731676828077637
2002-09-30,0.01313725845819902
2002-10-01,-0.009262118112168816
2002-10-02,0.001869760408001575
2002-10-03,-0.0012441489781784831
2002-10-04,0.003114294553073327
2002-10-07,-0.0006209630650145792
2002-10-08,-0.011494196208785779
2002-10-09,0.004399729235627703
2002-10-10,-0.009699643442783845
2002-10-11,-0.000631950101204537
2002-10-14,0.004742333410969968
2002-10-15,-0.016362435145342635
2002-10-16,0.004478547246159703
2002-10-17,-0.007643292663963019
2002-10-18,0.003530186399130608
2002-10-21,-0.0057563742893465
2002-10-22,0.006754603231722278
2002-10-23,-0.0031948881789137795
2002-10-24,-0.004166627541566492
2002-10-25,0.008689995440534615
2002-10-28,0.005743517375885521
2002-10-29,0.00793147177404907
2002-10-30,-0.003777186531076504
2002-10-31,0.004739336492890933
2002-11-01,0.002515684883549474
2002-11-04,-0.001568381490418047
2002-11-05,-0.00031409233355839117
2002-11-06,-0.0021999125712660605
2002-11-07,0.009448818897637823
2002-11-08,0.0024960617565328302
2002-11-11,-0.0003111596319198551
2002-11-12,0.010273934207828406
2002-11-13,-0.017873614153986916
2002-11-14,-0.002510255035783171
2002-11-15,0.008807858962899484
2002-11-18,-0.004677268297176296
2002-11-19,-0.0018797182975245352
2002-11-20,-0.0037665165851922255
2002-11-21,0.0
2002-11-22,0.010397033314446524
2002-11-25,-0.009042794835287915
2002-11-26,-0.00031458650024440704
2002-11-27,-0.002832937927229273
2002-12-02,0.002525310421001903
2002-12-03,0.008186417045181749
2002-12-04,0.006246095951760511
2002-12-05,0.008069445957273436
2002-12-06,0.004618226774553147
2002-12-09,-0.0015323322669482664
2002-12-10,-0.007059508530216085
2002-12-11,0.004018509406394921
2002-12-12,0.020320216599646335
2002-12-13,0.005431558067889197
2002-12-16,0.01140452477116849
2002-12-17,0.0011869255088556852
2002-12-18,0.013930089780835209
2002-12-19,0.011107827317076824
2002-12-20,-0.015611431025640332
2002-12-23,0.013509562712233913
2002-12-24,0.004926055228591242
2002-12-26,0.006055381134469018
2002-12-27,0.0008598977236895511
2002-12-30,-0.016609444753135305
2002-12-31,0.012230670593131432
2003-01-02,-0.004315304872443804
2003-01-03,0.014735642917007796
2003-01-06,0.00142369015552668
2003-01-07,-0.012510731479509873
2003-01-08,0.01900376140367155
2003-01-09,-0.0016954114548278776
2003-01-10,0.003396581512860042
2003-01-13,0.0005642093287199224
2003-01-14,-0.007612100688215717
2003-01-15,-0.0036931471391157267
2003-01-16,0.01996007914555653
2003-01-17,-0.0030752196420920086
2003-01-21,0.0019629323541008326
2003-01-22,0.00671711305921785
2003-01-23,0.013344419321859924
2003-01-24,0.01015092512217075
2003-01-27,0.003259048478190696
2003-01-28,0.001624272099159274
2003-01-29,-0.010000032991976382
2003-01-30,0.006279056476100164
2003-01-31,-0.0008139400585430723
2003-02-03,0.006787944835353388
2003-02-04,0.02211438100588503
2003-02-05,-0.006860174415608489
2003-02-06,-0.016737481124139864
2003-02-07,-0.0005404274621257921
2003-02-10,-0.01676123760950421
2003-02-11,-0.0032994560537660256
2003-02-12,-0.027310327990301753
2003-02-13,0.013613124531709708
2003-02-14,-0.015388920240421156
2003-02-18,-0.02188116460075351
2003-02-19,0.01656008566909839
2003-02-20,0.009145505181054503
2003-02-21,-0.0036817283717796023
2003-02-24,0.012791359170393646
2003-02-25,-0.011226494911709683
2003-02-26,0.004825467686448759
2003-02-27,-0.022316366939221344
2003-02-28,0.011846304626441873
2003-03-03,-0.002855511036958025
2003-03-04,0.01145475332236967
2003-03-05,-0.0002831429786502859
2003-03-06,0.010478565917578786
2003-03-07,-0.01681614407308074
2003-03-10,0.011117515820337376
2003-03-11,-0.011841026395510212
2003-03-12,-0.011412268188302432
2003-03-13,-0.030591648206394262
2003-03-14,0.0017862641096102472
2003-03-17,0.001783079059481718
2003-03-18,0.0014832393679828915
2003-03-19,-0.0044431278817573805
2003-03-20,-0.009521012046770583
2003-03-21,-0.020726927074170898
2003-03-24,0.010736196319018454
2003-03-25,-0.0033384100258441185
2003-03-26,0.005785608805715325
2003-03-27,-0.00484400740256874
2003-03-28,0.0
2003-03-31,0.021904415643642317
2003-04-01,-0.00476334067457207
2003-04-02,-0.014059173978683503
2003-04-03,-0.014259745509698663
2003-04-04,0.0012311292828519615
2003-04-07,-0.011681487659283896
2003-04-08,0.0021773319036741956
2003-04-09,0.010552432550187785
2003-04-10,0.003378397060489924
2003-04-11,0.0036730383979681758
2003-04-14,-0.01128387239501194
2003-04-15,0.0021591044512550006
2003-04-16,0.0027700643687027515
2003-04-17,0.0042971898910939554
2003-04-21,0.019254240702724967
2003-04-22,0.0026986323732665074
2003-04-23,-0.008672230709974471
2003-04-24,0.009954714307597978
2003-04-25,-0.004181582877924361
2003-04-28,0.0032993584992599967
2003-04-29,-0.0023915928040919576
2003-04-30,0.016182180698075976
2003-05-01,0.008846947643770253
2003-05-02,-0.003215451867553565
2003-05-05,0.0038122809177969508
2003-05-06,0.0005843184755012221
2003-05-07,-0.001751842638001877
2003-05-08,0.01901140718349348
2003-05-09,0.0005740878603190946
2003-05-12,0.008605851828669131
2003-05-13,-0.0045506429912989255
2003-05-14,0.006571393694196459
2003-05-15,0.0008515989808184354
2003-05-16,0.005955774438923589
2003-05-19,0.026783196146198618
2003-05-20,0.0057659953749362725
2003-05-21,0.015561049404819727
2003-05-22,-0.010483854560441874
2003-05-23,0.0019016073834463576
2003-05-27,-0.0027114968359526204
2003-05-28,-0.007068993127321677
2003-05-29,0.01204817565556393
2003-05-30,-0.013798717584672437
2003-06-02,0.004115226337448652
2003-06-03,-0.00218575899718243
2003-06-04,-0.0071194031122915336
2003-06-05,0.01654715912576976
2003-06-06,-0.013293526357425756
2003-06-09,-0.005224152736571619
2003-06-10,-0.026533930099054803
2003-06-11,0.009369641336153478
2003-06-12,-0.006188501285601222
2003-06-13,0.00934055597103689
2003-06-16,0.006730212718470074
2003-06-17,0.011699198348276374
2003-06-18,-0.016519823233320463
2003-06-19,0.011478094753146761
2003-06-20,-0.013838915496629078
2003-06-23,-0.009261824041617017
2003-06-24,-0.018980204552496494
2003-06-25,0.008663009257145804
2003-06-26,-0.015459473476091223
2003-06-27,0.0037802219645812762
2003-06-30,0.0023174616589787256
2003-07-01,0.015606918775966427
2003-07-02,-0.00028459335586983325
2003-07-03,-0.0008539362464924372
2003-07-07,-0.008262090873174865
2003-07-08,-0.011490950674704958
2003-07-09,-0.0014530659434210946
2003-07-10,0.0020371992928376326
2003-07-11,0.001452221950994259
2003-07-14,0.008410743958041422
2003-07-15,-0.01610585535493514
2003-07-16,0.002923121842030696
2003-07-17,0.003206080104771969
2003-07-18,0.008715862561316623
2003-07-21,0.010656628915228561
2003-07-22,-0.00085490965570445
2003-07-23,0.02281802584349646
2003-07-24,0.010039057563419052
2003-07-25,0.001380452741990057
2003-07-28,0.0057898415088522
2003-07-29,-0.008497740377384044
2003-07-30,-0.015205971286647024
2003-07-31,-0.006176339504875061
2003-08-01,-0.022316366939221344
2003-08-04,0.008956966335875949
2003-08-05,0.001145457853670484
2003-08-06,0.0034324418435445203
2003-08-07,0.004846101100877354
2003-08-08,0.010780107214095835
2003-08-11,0.015155836651895127
2003-08-12,-0.008847144315824895
2003-08-13,0.010041858029332218
2003-08-14,0.010770488347822571
2003-08-15,-0.007650239871499265
2003-08-18,-0.01321590900115599
2003-08-19,0.008928605640421639
2003-08-20,0.011061946715938076
2003-08-21,-0.013676148568182223
2003-08-22,0.006932889511050977
2003-08-25,-0.004957362380307195
2003-08-26,0.01245502394696607
2003-08-27,0.021049788037142303
2003-08-28,-0.008032128514056214
2003-08-29,0.014035120666751055
2003-09-02,-0.006654245192364683
2003-09-03,0.0018756207571204442
2003-09-04,-0.0026745119452364907
2003-09-05,0.01260394820048183
2003-09-08,-0.006620762604846564
2003-09-09,0.01759532390328533
2003-09-10,-0.004453791335246704
2003-09-11,-0.0007894415604440264
2003-09-12,-0.010271330757650854
2003-09-15,-0.003459254484289409
2003-09-16,-0.002670226969292422
2003-09-17,0.00722894834546528
2003-09-18,0.0010632479625338753
2003-09-19,0.013807704740248505
2003-09-22,0.014143595041157253
2003-09-23,-0.00335748520031498
2003-09-24,0.004146167734702777
2003-09-25,-0.006451612903225823
2003-09-26,-0.010909122615665567
2003-09-29,0.004201696835099522
2003-09-30,0.007845188409736581
2003-10-01,-0.0028541933599798286
2003-10-02,-0.0031225129523022588
2003-10-03,-0.03576092923195995
2003-10-06,0.00893345523841993
2003-10-07,0.012074053803626583
2003-10-08,-0.004772052630684698
2003-10-09,-0.016515668061419242
2003-10-10,0.011917642879212709
2003-10-13,0.004282671513319736
2003-10-14,0.00133262255792288
2003-10-15,-0.008251280284248041
2003-10-16,0.0002684007028379565
2003-10-17,-0.0024148762666595935
2003-10-20,0.005917192789840264
2003-10-21,0.020588267933238535
2003-10-22,0.012575288549808272
2003-10-23,-0.004657148235365449
2003-10-24,0.010917550185033154
2003-10-27,-0.0025713551444954685
2003-10-28,-0.012116477863898578
2003-10-29,0.009394508014766378
2003-10-30,-0.006463288725174654
2003-10-31,0.000520458530794965
2003-11-03,-0.01950585175552666
2003-11-04,0.007692291502610971
2003-11-05,0.00710716570257941
2003-11-06,-0.005227391448234586
2003-11-07,0.007094013783906172
2003-11-10,0.008609492344490599
2003-11-11,0.0038799792455210813
2003-11-12,0.017521225679020036
2003-11-13,-0.002025798443487603
2003-11-14,0.009388433474119884
2003-11-17,-0.015837073872027152
2003-11-18,0.015581113929797219
2003-11-19,-0.0067907750643452225
2003-11-20,-0.003038697665231349
2003-11-21,0.005841980496966048
2003-11-24,-0.011363636363636354
2003-11-25,-0.0010216957764607182
2003-11-26,0.014574230632828034
2003-12-01,0.014869013597704095
2003-12-02,0.0024832380672634713
2003-12-03,0.0004953720173548337
2003-12-04,-0.0014855313507863288
2003-12-05,0.007686601034828211
2003-12-08,0.0004921560286297311
2003-12-09,0.003935086275203448
2003-12-10,-0.0048995588931673995
2003-12-11,-0.003938961239371208
2003-12-12,0.011863538607413293
2003-12-15,-0.0004884750670115512
2003-12-16,-0.003665689040207254
2003-12-17,0.010546940554873485
2003-12-18,-0.0038835099599894285
2003-12-19,-0.0029239320353299236
2003-12-22,0.0034212948551333167
2003-12-23,0.0009741692414479974
2003-12-24,0.0031629873308243184
2003-12-29,0.006063546141202858
2003-12-30,0.0050626956733754724
2003-12-31,-0.002878344224085283
2004-01-05,0.020928509583781896
2004-01-06,-0.0037700427109474965
2004-01-07,-0.0021286516614684725
2004-01-08,0.004977497354576643
2004-01-09,0.00566036296340644
2004-01-12,-0.00023453589340316494
2004-01-13,-0.006098934225633124
